0,0,0,2,0,1,0
0,0,11,0,0,0,0
0,0,2,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,1,0,0
12,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
1,0,0,6,0,0,0
2,0,0,0,0,0,0
10,0,2,3,0,1,1
0,0,0,3,0,0,0
0,0,0,0,2,1,0
7,0,1,0,0,0,0
3,0,0,0,1,0,0
5,1,0,0,0,2,0
0,1,0,1,2,0,0
8,1,4,0,0,0,0
13,0,0,0,1,0,0
3,0,0,0,0,0,0
0,0,0,3,0,0,1
2,0,0,0,0,0,0
0,1,3,0,0,0,0
2,0,0,0,0,0,0
4,0,0,1,0,1,0
0,0,0,0,0,2,0
6,0,1,0,0,0,0
0,0,3,0,0,0,0
0,0,0,0,0,4,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
4,0,0,0,1,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
0,0,0,2,0,0,0
0,0,0,9,0,0,0
0,0,2,0,1,0,0
0,0,2,0,0,0,0
0,0,3,0,0,0,0
0,0,0,3,0,0,0
4,0,0,0,6,0,0
2,0,0,0,0,1,0
22,0,1,0,4,0,0
5,0,0,0,0,0,0
3,0,0,0,0,0,0
0,0,2,0,0,0,0
2,0,0,0,0,0,0
0,0,0,3,0,0,0
0,0,0,3,1,0,0
2,0,0,0,1,3,0
0,0,6,0,0,0,0
0,0,0,3,0,0,0
3,0,1,0,0,1,0
3,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,4,0,0,0,0
1,0,0,3,0,0,0
2,0,0,24,1,0,0
3,0,0,0,0,0,0
8,0,2,0,0,3,0
0,0,2,0,0,0,0
2,1,0,0,0,0,0
9,0,1,0,0,0,0
0,0,0,4,0,0,0
2,0,1,0,0,0,0
0,0,2,0,0,0,0
25,0,10,0,0,0,0
0,0,0,4,0,0,0
0,0,4,0,0,0,0
2,0,1,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
4,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,3,0,1,0,0
0,0,0,3,0,0,0
2,0,0,0,1,0,0
5,0,0,0,0,0,1
2,0,0,0,5,0,0
0,0,0,2,0,0,0
0,0,0,3,0,0,0
0,0,0,5,0,0,0
2,0,0,0,0,0,0
3,1,0,0,0,2,0
0,0,2,0,0,0,0
4,0,0,0,0,0,0
2,0,0,0,0,0,0
0,0,0,4,1,0,1
1,1,7,0,0,0,0
2,0,1,5,0,0,4
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
2,0,0,0,0,0,0
8,0,0,0,0,1,0
6,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
0,2,0,0,0,0,0
2,0,0,1,0,0,0
2,0,0,0,0,0,0
5,0,0,0,0,2,0
0,2,0,0,0,0,0
0,0,0,12,0,0,0
4,0,0,0,0,0,0
4,0,2,0,0,0,0
0,0,0,20,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,2,0
2,0,0,0,0,0,0
4,0,0,7,0,0,0
3,0,0,0,0,0,0
0,0,0,0,2,0,0
3,0,0,0,0,0,0
1,0,2,0,0,0,0
9,0,0,0,0,0,0
2,0,0,0,0,0,0
0,0,0,0,0,2,0
3,0,0,0,0,0,0
15,1,0,0,2,1,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,1,0
0,0,0,0,0,2,0
0,0,0,0,0,2,0
0,0,2,0,0,0,0
0,1,5,0,0,0,0
0,0,0,2,0,0,0
10,0,0,0,0,0,0
0,0,0,0,0,4,0
4,1,0,0,0,1,0
2,0,0,0,0,0,0
0,0,0,3,0,0,0
0,0,2,0,0,0,0
3,0,0,0,0,0,0
9,0,0,0,0,0,0
0,0,0,3,0,0,0
4,0,0,0,0,0,0
3,0,0,0,1,0,0
4,0,0,0,0,1,0
5,0,0,0,0,0,0
3,0,1,0,0,0,0
1,3,0,0,0,0,0
5,0,0,0,0,0,0
2,1,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,2,0
3,0,0,0,0,0,0
2,1,4,0,0,1,0
0,0,0,21,0,0,0
4,0,0,0,0,0,0
0,0,0,3,0,0,0
5,0,8,0,0,2,0
5,0,1,0,0,0,0
3,0,2,0,0,0,0
2,0,0,0,0,0,0
0,0,0,0,0,0,2
2,0,0,0,0,0,0
10,0,9,1,0,0,0
0,0,0,3,0,0,0
0,0,0,2,0,0,0
0,0,0,3,0,0,0
2,0,0,1,0,0,0
3,0,0,0,0,0,0
6,1,0,0,0,0,0
2,0,0,0,1,0,0
1,0,0,20,0,0,0
1,0,0,3,0,0,0
2,1,4,0,0,0,0
0,0,0,3,0,0,0
6,0,0,0,0,0,0
1,0,4,0,0,0,0
1,0,2,0,0,0,0
3,0,0,0,0,0,0
2,0,0,0,0,0,0
0,0,0,3,0,0,0
3,0,0,0,0,0,0
1,0,0,2,0,0,0
0,0,0,6,0,0,0
2,0,0,0,0,0,0
2,2,1,0,0,1,1
2,0,0,0,0,0,0
2,0,0,2,0,0,0
4,0,0,0,0,0,0
13,0,7,0,0,3,0
2,0,0,0,0,0,0
4,0,3,0,0,0,0
0,0,0,0,2,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
0,0,0,3,0,0,0
3,0,0,0,0,0,0
0,0,0,3,0,0,0
0,0,0,2,0,0,0
5,1,3,17,0,0,0
8,1,1,15,0,2,0
2,0,0,0,0,0,0
0,0,14,0,0,2,0
3,0,0,3,0,3,0
3,0,0,0,0,0,0
2,0,0,0,0,0,0
5,0,0,0,0,0,0
1,0,2,0,0,0,0
7,0,0,0,0,0,0
3,0,0,0,0,0,0
26,1,0,0,1,6,0
2,0,0,0,0,1,0
3,1,2,0,0,0,0
2,0,0,0,0,0,0
0,2,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,5
1,0,2,0,0,0,0
4,0,0,0,0,2,0
13,0,2,1,1,1,0
0,0,0,3,0,0,0
3,0,0,0,0,0,0
13,0,0,4,0,0,0
0,0,0,3,0,0,0
0,0,0,0,2,0,0
1,0,0,1,0,0,2
9,0,0,3,1,0,2
3,1,0,0,0,0,0
5,0,0,0,0,0,0
0,0,0,0,15,0,10
0,0,2,0,0,0,0
0,0,4,0,0,0,0
5,0,0,0,0,1,0
0,0,0,0,15,0,10
2,0,0,0,0,0,0
2,0,0,0,0,0,0
0,2,0,12,0,0,0
3,0,0,0,0,0,0
2,0,0,0,0,2,0
0,2,0,0,0,0,0
0,0,0,3,0,0,0
20,0,0,0,0,0,0
0,0,0,0,3,0,0
2,0,1,0,0,0,0
0,0,0,3,0,0,0
2,0,0,0,0,0,0
0,0,0,0,0,2,0
3,0,0,0,2,0,0
0,0,0,3,0,0,0
0,0,0,3,0,0,0
0,0,0,2,0,0,0
3,0,0,0,0,1,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
2,0,0,0,0,0,0
1,0,2,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,4,0
0,2,0,0,0,0,0
23,0,1,0,0,0,0
3,0,0,0,0,0,0
0,0,0,3,0,0,0
0,2,0,0,0,0,0
0,0,3,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
5,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
15,0,0,0,0,1,0
0,0,2,0,0,0,0
0,2,0,0,0,0,0
5,1,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
2,0,0,0,0,0,0
0,0,0,0,0,2,0
2,0,0,0,0,0,0
0,0,0,3,0,0,0
3,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,3,0,1,0,0
6,0,0,0,0,0,0
3,0,0,0,0,0,0
0,0,0,0,0,0,2
0,0,0,3,0,0,0
4,0,8,0,0,0,0
0,0,4,0,0,0,0
0,0,0,10,0,0,0
0,0,0,3,0,0,0
1,1,2,0,0,1,0
0,0,0,4,0,0,0
3,0,0,0,0,0,0
0,0,0,3,0,0,0
3,0,0,0,0,0,0
